ECO_ID,SpeciesCount,BiomeType,GF_Her,GF_Shr,GF_Clm,GF_Tre,GF_Bam,LC_Ann,LC_Bie,LC_Per,PH_E,PH_D,RS_T,RS_F,PT_Alt,PT_Opp,PT_Who,LS_S,LS_C,LM_E,LM_L,LV_P,LV_R,SS_Her,SS_Mon,SS_Dio,IF_Sol,IF_Det,IF_Ind,OP_H,OP_E,FS_A,FS_Z,PF_C,PF_S,FT_Ber,FT_Dru,FT_Agg,FT_Dry,FD_D,FD_I,SizeCategory,PC1,PC2,PC3
10105,2053.2,Trop/Subtrop Forests,2.17601490659365,0.553958530200342,0.15639860159929,1.10826926590607,-3.99464130429936,-0.17689923263933,-2.3234800771568,2.50037930979613,0.816676731915329,-0.816676731915329,-0.943887061233822,0.943887061233822,1.47516016516313,0.453437872197566,-1.9285980373607,1.07003308174814,-1.07003308174814,0.56436104506974,-0.56436104506974,-0.306525284444707,0.306525284444707,1.43823891275209,-0.477025324257198,-0.96121358849489,-1.48053516613429,0.318771508729149,1.16176365740514,0.172294182888394,-0.172294182888394,0.377241692515426,-0.377241692515426,0.280972400355443,-0.280972400355443,0.231947012149715,0.566055181476048,-2.52696160618599,1.72895941256022,-0.0864342070750998,0.0864342070750996,"(1497, 8446]",4.11683439707784,-1.9571211548787,-3.31850674376053
10106,449.8,Trop/Subtrop Forests,2.77160241616128,1.62647011185828,2.05546571737664,3.32470352307551,-9.77824176847172,2.52310269804129,-8.14729818529439,5.62419548725311,1.06345403945938,-1.06345403945938,-1.08452685018476,1.08452685018476,1.86431287409949,0.838323224968912,-2.7026360990684,0.823185583739891,-0.823185583739891,0.580930659487905,-0.580930659487905,-0.819871630964715,0.819871630964715,1.22806458461223,-0.731232645225539,-0.496831939386695,-1.66573742458804,0.623424648073867,1.04231277651417,0.466127291431585,-0.466127291431585,0.703289516145698,-0.703289516145698,0.215860721337359,-0.215860721337359,0.575680419407342,0.907457811724347,-2.84204626420602,1.35890803307433,-0.272782017239886,0.272782017239886,"[54, 604]",7.98905130239101,-4.31173375042394,0.89942363739317
10107,371.4,Trop/Subtrop Forests,3.15033898649361,1.84282550322683,2.17495933824945,2.67705128204669,-9.84517511001658,-0.0984880709646121,-2.17792961264445,2.27641768360906,0.769281786423722,-0.769281786423722,-0.935901088450796,0.935901088450796,1.63621577058697,0.636252562988697,-2.27246833357566,0.821507103983852,-0.821507103983852,0.47648614925438,-0.47648614925438,-0.618760676263375,0.618760676263375,1.30143317057524,-0.342329484399935,-0.959103686175306,-1.27223130728449,0.246234826943886,1.0259964803406,0.321678258028465,-0.321678258028465,0.497946891236561,-0.497946891236561,0.329849623246203,-0.329849623246203,0.299876221156751,0.798867387275739,-2.82101919535125,1.72227558691876,-0.236302205472897,0.236302205472896,"[54, 604]",3.94562001417004,-2.5792305590277,-0.373608660006669
10109,178.533333333333,Trop/Subtrop Forests,3.18266800879059,2.36889284044203,1.96342773233387,2.34291735403877,-9.85790593560526,-0.0890209284163483,-1.34178389691172,1.43080482532807,0.582651831583391,-0.582651831583391,0.15507746415192,-0.15507746415192,1.30726739780443,0.151085257314838,-1.45835265511926,0.933330388700586,-0.933330388700587,0.152690824775591,-0.152690824775591,-0.486230501670605,0.486230501670605,1.40453599434964,-0.244122631237742,-1.1604133631119,-0.863339044730206,-0.0978712025906344,0.96121024732084,0.392219300384676,-0.392219300384676,0.681910752633916,-0.681910752633916,0.0594759714306828,-0.0594759714306827,0.31147663192472,0.526588011541666,-2.90739919294348,2.06933454947709,-0.13700098427385,0.13700098427385,"[54, 604]",0.934466153130362,-1.1554177822526,0.112058646490562
10111,449.2,Trop/Subtrop Forests,2.89138104543389,1.47664874899346,2.15037784369631,3.25550481338561,-9.77391245150927,-0.190061823141704,-2.58795709594007,2.77801891908178,1.05831027246079,-1.05831027246079,-1.11231177576217,1.11231177576217,1.66011550990999,0.681893820305347,-2.34200933021534,0.806714966851819,-0.806714966851819,0.547636693701298,-0.547636693701298,-0.707717748013695,0.707717748013695,1.10382306724031,-0.329118982671362,-0.774704084568952,-1.61818667345672,0.49957373252525,1.11861294093147,0.533920315000678,-0.533920315000678,0.576876523673455,-0.576876523673455,0.283060525604435,-0.283060525604435,0.320090841519033,0.714745033522982,-2.60307073920012,1.56823486415811,-0.240322503308,0.240322503308,"[54, 604]",5.26443398125988,-3.68974330974431,0.492808706710723
10113,1731.33333333333,Trop/Subtrop Forests,3.48506487657413,1.3987973698239,1.74306691690514,3.04058311612352,-9.66751227942669,-0.22755862689755,-2.30700016857739,2.53455879547494,1.04361184106095,-1.04361184106095,-0.815708409576438,0.815708409576438,1.5738301193871,0.710057421796395,-2.2838875411835,1.12883934081578,-1.12883934081578,0.824484375595368,-0.824484375595368,-0.595085059426942,0.595085059426942,1.75481936499877,-0.972180584883105,-0.782638780115663,-1.78831344051546,0.72658756514073,1.06172587537473,0.284924482107726,-0.284924482107726,0.597380477526685,-0.597380477526685,0.162488928597739,-0.162488928597739,0.747450769942676,0.947710027423298,-3.39794896307971,1.70278816571373,-0.190003587706326,0.190003587706326,"(1497, 8446]",6.06461986136783,-1.68042575488986,-2.37819485691656
10115,1386.13333333333,Trop/Subtrop Forests,1.45133086088902,-0.135634195693019,0.684852407243528,1.43092198925782,-3.43147106169735,0.13768509245828,-2.48698349970488,2.3492984072466,0.857321082941812,-0.857321082941812,-0.652474360832969,0.652474360832969,1.9353842965891,0.858226942922245,-2.79361123951134,0.826109126521477,-0.826109126521478,0.538219215586894,-0.538219215586894,-0.64344946246527,0.64344946246527,1.22702386183907,-0.447512952806388,-0.77951090903268,-1.59633317394514,0.517241374104152,1.07909179984099,0.515174007331649,-0.515174007331649,0.544059506476136,-0.544059506476136,0.252519843349474,-0.252519843349473,0.206013200910979,0.703263955585901,-2.43679647832283,1.52751932182595,-0.24275390789085,0.242753907890851,"(604, 1497]",5.44776522091202,-2.78106473492524,0.711824625024651
10117,2647.13333333333,Trop/Subtrop Forests,1.79075885939733,0.526125010680243,0.350591508337287,1.48543964545944,-4.1529150238743,0.199858705003451,-2.24248833036575,2.0426296253623,0.8178542518931,-0.8178542518931,-0.679877402942639,0.679877402942639,1.68547077081535,0.419720606793173,-2.10519137760853,0.858581022380844,-0.858581022380844,0.501979353852748,-0.501979353852748,-0.41302746868378,0.41302746868378,1.6826494272784,-0.49646639090762,-1.18618303637078,-1.12103274283279,0.0751045659691941,1.0459281768636,0.449458381969051,-0.449458381969051,0.389039417048163,-0.389039417048163,0.328321680770177,-0.328321680770177,0.221954999410851,0.27112911443929,-2.17795843754376,1.68487432369362,-0.102838830012651,0.102838830012651,"(1497, 8446]",2.97050767277337,-1.54025804686457,-1.1440653222424
10119,516.333333333333,Trop/Subtrop Forests,2.05310918420438,-0.623065808367384,0.154638760220625,1.17844983580604,-2.76313197186365,-0.0190528046133163,-2.85226614866953,2.87131895328285,0.963945821776318,-0.963945821776317,-1.10550894973428,1.10550894973428,2.15505359958451,1.0322270527958,-3.18728065238031,1.11572887448923,-1.11572887448923,0.676030594738824,-0.676030594738824,-0.193263953544207,0.193263953544207,1.30968608521172,-0.43056869548362,-0.879117389728096,-1.55229481479648,0.355296469956698,1.19699834483978,0.128455206892514,-0.128455206892514,0.248218443156946,-0.248218443156945,0.413671622928829,-0.41367162292883,0.420282346819929,0.658367478132338,-3.01370485766522,1.93505503271295,0.033045055914495,-0.0330450559144952,"[54, 604]",4.80011607031103,-1.14251523052353,-4.5801596093496
10120,2340.73333333333,Trop/Subtrop Forests,1.91807711566327,0.284513966540548,0.507657517854758,1.45958472965438,-4.16983332971296,-0.0128174994883618,-2.32445242800233,2.33726992749069,0.92779576309465,-0.92779576309465,-0.830569643405496,0.830569643405496,1.67497637557161,0.605440350985012,-2.28041672655663,0.913334161967635,-0.913334161967635,0.555020492245866,-0.555020492245866,-0.456433035496396,0.456433035496395,1.38782637966355,-0.575607305649236,-0.812219074014312,-1.54270244102924,0.425513465540374,1.11718897548886,0.329718061608817,-0.329718061608817,0.499688683218483,-0.499688683218483,0.279260248787004,-0.279260248787004,0.298649039379157,0.591536745658203,-2.4718541763696,1.58166839133224,-0.164533644307318,0.164533644307318,"(1497, 8446]",4.84248917915723,-2.57178647952978,-1.2913852170611
