Trait,Variable,Std_Beta,Std_Error,P_Value,Significance
GF_H,(Intercept),0.64244893893175,0.0275103233343289,1.28435930031045e-120,***
GF_H,AMT,-0.445676376086666,0.0487569576351079,6.20063941500943e-20,***
GF_H,MDTR,0.301221254303686,0.0296025784157881,2.5506726951391e-24,***
GF_H,AP,-0.132195892483402,0.0333259958176852,7.28593592707042e-05,***
GF_H,PS,0.0431519818558365,0.0223120016172056,0.053109982910337,ns
GF_H,SRAD,-0.0796775828441598,0.0403995998552792,0.0485825655453342,*
GF_H,Wind,0.224255628205378,0.0227828095772958,7.33441777492838e-23,***
GF_H,AMTd,0.0736754039715726,0.0249156934773048,0.00310660315154359,**
GF_H,APd,-0.0374235106819862,0.0208940157865595,0.0732754138750356,ns
GF_H,Elev,-0.199275928125811,0.030379674671942,5.39831061843746e-11,***
GF_H,Slope,0.174920612852304,0.0270098339619076,9.4072285266649e-11,***
GF_H,Sand,-0.121511202580708,0.0187022967676853,8.18681951581635e-11,***
GF_H,SOC,0.0549202226706619,0.017682189731281,0.00189660604961761,**
GF_H,PH,0.00164327847952225,0.0214465231416895,0.938924146265919,ns
GF_H,SpeciesNumber,-6.75016780028548e-06,1.45303378792426e-05,0.642248848607381,ns
GF_H,Area,7.62406631325579e-05,0.0193296679074686,0.996852967646129,ns
LC_A,(Intercept),-1.99218511608603,0.0361554980246986,0,***
LC_A,AMT,0.45099943902481,0.0640789300817363,1.94758374480642e-12,***
LC_A,MDTR,0.412725072149882,0.0389052484927511,2.72175941748941e-26,***
LC_A,AP,-0.258268459798609,0.0437987573360814,3.70826409318899e-09,***
LC_A,PS,0.103473002458458,0.0293235932051474,0.000417668725378895,***
LC_A,SRAD,-0.0114965702485696,0.0530952557341787,0.828576778625813,ns
LC_A,Wind,0.276442836130845,0.0299423535179282,2.64382998907545e-20,***
LC_A,AMTd,0.0660278077988557,0.0327455004928478,0.0437588655651321,*
LC_A,APd,-0.0593800808990197,0.0274600024622862,0.0305857546012151,*
LC_A,Elev,-0.176429382948411,0.0399265488174662,9.92280278257799e-06,***
LC_A,Slope,0.160247544652717,0.0354977288557917,6.35249958410197e-06,***
LC_A,Sand,-0.201491459796148,0.0245795313135259,2.45375382449848e-16,***
LC_A,SOC,0.0734596881786942,0.0232388535798814,0.00157189665786294,**
LC_A,PH,0.0304648156963613,0.0281861363700657,0.279766523127998,ns
LC_A,SpeciesNumber,-1.60352958029902e-05,1.90965259152586e-05,0.401078288221607,ns
LC_A,Area,-0.00812079930017885,0.0254040551015428,0.749221935712879,ns
PH_D,(Intercept),-0.190129562161106,0.0358998099684114,1.18291633751779e-07,***
PH_D,AMT,-0.264716907610979,0.0636257703141594,3.17510309749941e-05,***
PH_D,MDTR,0.372712909696018,0.0386301144769051,5.00028669320699e-22,***
PH_D,AP,-0.218148234371946,0.0434890169164261,5.27121185065963e-07,***
PH_D,PS,0.179026041264227,0.0291162196946281,7.81351032284498e-10,***
PH_D,SRAD,-0.267047643768362,0.0527197714101233,4.07506598339393e-07,***
PH_D,Wind,0.0445466710839225,0.0297306041965274,0.134043909450238,ns
